Local time,Open,High,Low,Close,Volume
21.04.2019 23:00:00.000 GMT+0200,5181,5564,4931,5037,478.42750000000007
28.04.2019 23:00:00.000 GMT+0200,5070,5738,5027,5629,209.2686
05.05.2019 23:00:00.000 GMT+0200,5688,6370,5507,6231,472.0545
12.05.2019 23:00:00.000 GMT+0200,7094,8330,6537,7044,610.4479
19.05.2019 23:00:00.000 GMT+0200,8024,8239,7422,8057,461.8453999999999
26.05.2019 23:00:00.000 GMT+0200,8587,9026,7973,8447,673.7929
02.06.2019 23:00:00.000 GMT+0200,8627,8704,7385,7842,469.99239999999975
09.06.2019 23:00:00.000 GMT+0200,7656,8411,7456,8394,363.27910000000014
16.06.2019 23:00:00.000 GMT+0200,8874,9896,8863,9881,720.1379000000003
23.06.2019 23:00:00.000 GMT+0200,10969,13797,10250,12160,4761.489199999999
30.06.2019 23:00:00.000 GMT+0200,11331,11996,9601,10977,5173.209299999999
07.07.2019 23:00:00.000 GMT+0200,11452,13132,10929,11853,4430.115799999999
14.07.2019 23:00:00.000 GMT+0200,10585,11019,9024,10472,5183.285399999998
21.07.2019 23:00:00.000 GMT+0200,10451,10627,9459,9775,2633.4893000000006
28.07.2019 23:00:00.000 GMT+0200,9450,10613,9063,10348,2337.9624999999996
04.08.2019 23:00:00.000 GMT+0200,10898,12261,10748,11806,3315.060299999999
11.08.2019 23:00:00.000 GMT+0200,11355,11524,9427,10337,2212.0942999999993
18.08.2019 23:00:00.000 GMT+0200,10295,10894,9704,10304,2595.7969000000003
25.08.2019 23:00:00.000 GMT+0200,9934,10603,9270,9545,1418.8952999999995
01.09.2019 23:00:00.000 GMT+0200,9584,10888,9579,10301,2334.5308999999997
08.09.2019 23:00:00.000 GMT+0200,10306,10475,9809,10213,2199.2227999999996
15.09.2019 23:00:00.000 GMT+0200,10218,10319,9592,10079,1346.6658999999993
22.09.2019 23:00:00.000 GMT+0200,9951,10018,7681,8003,2586.5067999999997
29.09.2019 23:00:00.000 GMT+0200,7953,8472,7658,8109,2117.5714000000007
06.10.2019 23:00:00.000 GMT+0200,7850,8755,7714,8283,2764.895
13.10.2019 23:00:00.000 GMT+0200,8192,8360,7765,7889,1962.2746
20.10.2019 23:00:00.000 GMT+0200,8167,8712,7247,8511,2623.3501
27.10.2019 22:00:00.000 GMT+0100,9565,9876,8903,9099,3712.938199999999
03.11.2019 23:00:00.000 GMT+0100,9097,9507,8617,8983,2736.3524
10.11.2019 23:00:00.000 GMT+0100,8983,9040,8326,8497,1931.1368999999995
17.11.2019 23:00:00.000 GMT+0100,8495,8498,6739,6989,2337.9766
24.11.2019 23:00:00.000 GMT+0100,6988,7807,6471,7323,3812.392200000002
01.12.2019 23:00:00.000 GMT+0100,7320,7713,7040,7488,2792.8918
08.12.2019 23:00:00.000 GMT+0100,7486,7596,7025,7063,1801.2818000000004
15.12.2019 23:00:00.000 GMT+0100,7062,7386,6379,7349,2295.617200000001
22.12.2019 23:00:00.000 GMT+0100,7350,7631,7006,7332,1547.3697000000002
29.12.2019 23:00:00.000 GMT+0100,7332,7372,6803,7305,1594.0018999999998
05.01.2020 23:00:00.000 GMT+0100,7303,8406,7259,8044,4626.9497999999985
12.01.2020 23:00:00.000 GMT+0100,8041,8951,7992,8662,3590.2006999999994
19.01.2020 23:00:00.000 GMT+0100,8661,8734,8163,8527,2677.8954999999983
26.01.2020 23:00:00.000 GMT+0100,8526,9508,8480,9384,3361.6827000000003
02.02.2020 23:00:00.000 GMT+0100,9384,10032,9023,10020,3081.977000000002
09.02.2020 23:00:00.000 GMT+0100,10018,10454,9656,9714,3749.5178000000014
16.02.2020 23:00:00.000 GMT+0100,9711,10246,9262,9828,3478.776400000001
23.02.2020 23:00:00.000 GMT+0100,9828,9968,8381,8455,2746.6381
01.03.2020 23:00:00.000 GMT+0100,8457,9124,8433,9062,3294.1511
08.03.2020 22:00:00.000 GMT+0100,8215,8235,3851,5389,3901.5164
15.03.2020 22:00:00.000 GMT+0100,5118,6888,4378,5916,5931.000699999996
22.03.2020 22:00:00.000 GMT+0100,5881,6929,5635,6627,4974.9121
29.03.2020 23:00:00.000 GMT+0200,5891,7194,5799,6647,5000.4828
05.04.2020 23:00:00.000 GMT+0200,6701,7411,6672,6866,5063.737900000001
12.04.2020 23:00:00.000 GMT+0200,7073,7156,6424,7004,4502.754600000002
19.04.2020 23:00:00.000 GMT+0200,7092,7706,6705,7477,4334.206900000002
26.04.2020 23:00:00.000 GMT+0200,7600,9414,7535,8676,5253.9123
03.05.2020 23:00:00.000 GMT+0200,8778,10016,8480,9944,5302.237799999997
10.05.2020 23:00:00.000 GMT+0200,8675,9889,8146,9186,5904.2261
17.05.2020 23:00:00.000 GMT+0200,9676,9899,8748,9128,4196.373600000002
24.05.2020 23:00:00.000 GMT+0200,8944,9568,8581,9362,3201.8058000000005
31.05.2020 23:00:00.000 GMT+0200,9450,10357,9246,9660,2546.2500999999997
07.06.2020 23:00:00.000 GMT+0200,9671,9959,9038,9408,2819.3422000000005
14.06.2020 23:00:00.000 GMT+0200,9325,9535,8854,9259,2114.674800000001
21.06.2020 23:00:00.000 GMT+0200,9253,9731,8940,9132,1738.563400000001
28.06.2020 23:00:00.000 GMT+0200,9053,9241,8892,8980,2408.8765000000008
05.07.2020 23:00:00.000 GMT+0200,8952,9420,8870,9192,1334.1359000000002
12.07.2020 23:00:00.000 GMT+0200,9176,9287,8977,9075,6.382200000000003
19.07.2020 23:00:00.000 GMT+0200,9117,9959,9082,9921,3.2679
26.07.2020 23:00:00.000 GMT+0200,9826,11797,9819,11050,8.551699999999997
02.08.2020 23:00:00.000 GMT+0200,11034,11860,10908,11452,3.6353999999999997
09.08.2020 23:00:00.000 GMT+0200,11618,12026,11072,11760,8.248
16.08.2020 23:00:00.000 GMT+0200,11793,12420,11470,11477,14.9755
23.08.2020 23:00:00.000 GMT+0200,11612,11769,11067,11544,11.775899999999996
30.08.2020 23:00:00.000 GMT+0200,11579,12005,9831,10211,24.004700000000014
06.09.2020 23:00:00.000 GMT+0200,10304,10559,9840,10295,16.51890000000001
13.09.2020 23:00:00.000 GMT+0200,10295,11157,10232,10836,5.837499999999999
20.09.2020 23:00:00.000 GMT+0200,10830,10972,10120,10707,5.8303
27.09.2020 23:00:00.000 GMT+0200,10707,10938,10366,10631,4.975100000000003
04.10.2020 23:00:00.000 GMT+0200,10624,11463,10511,11310,4.1678
11.10.2020 23:00:00.000 GMT+0200,11306,11709,11184,11424,4.533500000000001
18.10.2020 23:00:00.000 GMT+0200,11420,13334,11396,13017,6.002699999999998
25.10.2020 22:00:00.000 GMT+0100,13015,14069,12769,13800,10.210700000000001
01.11.2020 23:00:00.000 GMT+0100,13799,15951,13198,15320,10.373699999999996
08.11.2020 23:00:00.000 GMT+0100,15320,16471,14810,15834,12.306599999999994
15.11.2020 23:00:00.000 GMT+0100,15833,18955,15776,18568,17.3033
22.11.2020 23:00:00.000 GMT+0100,18571,19480,16203,18248,14.002600000000005
29.11.2020 23:00:00.000 GMT+0100,18248,19893,18067,19224,15.789199999999996
06.12.2020 23:00:00.000 GMT+0100,19219,19404,17566,19156,12.940400000000002
13.12.2020 23:00:00.000 GMT+0100,19156,24270,18958,23389,21.065599999999996
20.12.2020 23:00:00.000 GMT+0100,23389,28357,21932,26347,25.077999999999992
27.12.2020 23:00:00.000 GMT+0100,26348,34773,25827,33567,24.370299999999997
03.01.2021 23:00:00.000 GMT+0100,33567,41967,27910,38005,31.07839999999998
10.01.2021 23:00:00.000 GMT+0100,38013,40074,30288,36485,221108.7895
17.01.2021 23:00:00.000 GMT+0100,36546,37830,28778,31888,730557.8932999998
24.01.2021 23:00:00.000 GMT+0100,31889,38605,29207,32549,9.855899999999998
