Local time,Open,High,Low,Close,Volume
10.12.2020 23:00:00.000 GMT+0100,18323,18373,17566,18074,2.3226999999999998
11.12.2020 23:00:00.000 GMT+0100,18073,18830,18047,18778,1.5742
12.12.2020 23:00:00.000 GMT+0100,18777,19389,18706,19156,1.8041999999999998
13.12.2020 23:00:00.000 GMT+0100,19156,19313,18958,19176,1.859
14.12.2020 23:00:00.000 GMT+0100,19171,19537,19030,19404,1.8722000000000003
15.12.2020 23:00:00.000 GMT+0100,19394,21281,19279,21185,2.1098000000000003
16.12.2020 23:00:00.000 GMT+0100,21185,23742,21179,22763,4.7466
17.12.2020 23:00:00.000 GMT+0100,22762,23260,22340,22880,4.212999999999999
18.12.2020 23:00:00.000 GMT+0100,22874,24156,22771,23969,2.6437999999999997
19.12.2020 23:00:00.000 GMT+0100,23949,24270,23096,23389,3.6212000000000004
20.12.2020 23:00:00.000 GMT+0100,23389,24089,21932,23122,3.9453999999999994
21.12.2020 23:00:00.000 GMT+0100,23119,23600,22364,23418,3.9372999999999996
22.12.2020 23:00:00.000 GMT+0100,23418,24060,22790,23274,4.0248
23.12.2020 23:00:00.000 GMT+0100,23274,23536,22625,23382,3.663100000000001
24.12.2020 23:00:00.000 GMT+0100,23382,24619,23358,24390,2.7064999999999997
25.12.2020 23:00:00.000 GMT+0100,24389,26800,24340,26645,2.5197000000000003
26.12.2020 23:00:00.000 GMT+0100,26657,28357,25779,26347,4.281199999999999
27.12.2020 23:00:00.000 GMT+0100,26348,27450,26058,26574,4.3474
28.12.2020 23:00:00.000 GMT+0100,26574,27159,25827,26871,4.174
29.12.2020 23:00:00.000 GMT+0100,26871,28976,26870,28887,4.261900000000002
30.12.2020 23:00:00.000 GMT+0100,28887,29275,27970,28968,3.5136000000000007
31.12.2020 23:00:00.000 GMT+0100,28968,28968,28968,28968,0
01.01.2021 23:00:00.000 GMT+0100,29223,33297,29017,31680,3.3730999999999995
02.01.2021 23:00:00.000 GMT+0100,31654,34773,31437,33567,4.7002999999999995
03.01.2021 23:00:00.000 GMT+0100,33567,33641,27910,31025,4.9838000000000005
04.01.2021 23:00:00.000 GMT+0100,31023,34255,29924,33782,5.4724
05.01.2021 23:00:00.000 GMT+0100,33759,36511,33353,35918,5.1334
06.01.2021 23:00:00.000 GMT+0100,35919,40373,35770,39717,5.661400000000001
07.01.2021 23:00:00.000 GMT+0100,39716,41967,36586,40051,5.421400000000001
08.01.2021 23:00:00.000 GMT+0100,40054,41423,38765,40849,2.0209999999999995
09.01.2021 23:00:00.000 GMT+0100,40846,41436,34889,38005,2.385
10.01.2021 23:00:00.000 GMT+0100,38013,39026,30288,33927,5.541600000000001
11.01.2021 23:00:00.000 GMT+0100,33971,36588,32482,34664,2.4001999999999994
12.01.2021 23:00:00.000 GMT+0100,34664,37370,32340,37235,2.2459000000000002
13.01.2021 23:00:00.000 GMT+0100,37237,40074,36732,38726,2.0583
14.01.2021 23:00:00.000 GMT+0100,38720,39650,34384,36236,44894.1693
15.01.2021 23:00:00.000 GMT+0100,36234,37919,35524,35918,94128.55600000001
16.01.2021 23:00:00.000 GMT+0100,35918,36816,33832,36485,82073.8182
17.01.2021 23:00:00.000 GMT+0100,36546,37405,34755,36206,125384.5403
18.01.2021 23:00:00.000 GMT+0100,36206,37830,36054,36456,127534.57459999998
19.01.2021 23:00:00.000 GMT+0100,36456,36765,33383,34882,113758.02930000004
20.01.2021 23:00:00.000 GMT+0100,34878,35647,30959,31182,114972.90939999999
21.01.2021 23:00:00.000 GMT+0100,31186,33831,28778,33302,111774.03679999997
22.01.2021 23:00:00.000 GMT+0100,33301,33603,31416,32345,69480.0204
23.01.2021 23:00:00.000 GMT+0100,32342,33059,30935,31888,67653.7825
24.01.2021 23:00:00.000 GMT+0100,31889,34856,31655,32656,1.2676
25.01.2021 23:00:00.000 GMT+0100,32611,32808,30813,31994,1.4439999999999997
26.01.2021 23:00:00.000 GMT+0100,31988,32918,29207,30978,1.6944000000000001
27.01.2021 23:00:00.000 GMT+0100,30977,33315,29876,33224,1.7309
28.01.2021 23:00:00.000 GMT+0100,33224,38605,31974,34612,2.0188
29.01.2021 23:00:00.000 GMT+0100,34604,35332,32832,34674,0.8599000000000001
30.01.2021 23:00:00.000 GMT+0100,34674,34771,32184,32549,0.8402999999999998
