time,Close,forecast
3.0,664.21,626.1912841796875
3.0,666.17,626.2228393554688
3.0,669.49,626.2276000976562
3.0,672.7,626.1676635742188
3.0,674.95,626.1500244140625
3.0,672.24,626.18408203125
3.0,670.46,626.2318115234375
3.0,671.38,626.1646118164062
3.0,670.71,626.3494873046875
3.0,663.59,626.5896606445312
3.0,655.65,626.8430786132812
3.0,662.18,627.1240844726562
3.0,659.08,627.426513671875
3.0,668.37,627.8323364257812
3.0,668.16,628.4172973632812
3.0,671.89,629.0072631835938
3.0,671.08,629.7440795898438
3.0,668.82,630.4555053710938
3.0,668.02,631.2872924804688
3.0,663.33,632.1111450195312
3.0,668.82,632.9765014648438
3.0,667.05,634.04736328125
4.0,621.28,617.3090209960938
4.0,622.31,617.6546630859375
4.0,624.1,618.0692749023438
4.0,624.98,618.504638671875
4.0,624.87,618.8551025390625
4.0,629.85,619.19140625
4.0,633.09,619.4443969726562
4.0,636.95,619.6497802734375
4.0,634.8,619.767333984375
4.0,630.32,619.9086303710938
4.0,630.75,619.9577026367188
4.0,628.01,619.9668579101562
4.0,636.26,619.991455078125
4.0,638.22,619.8929443359375
4.0,637.36,619.9121704101562
4.0,636.99,619.7744140625
4.0,638.71,619.8424072265625
4.0,640.06,619.8610229492188
4.0,642.14,619.8985595703125
4.0,639.01,619.991455078125
4.0,636.39,620.03662109375
4.0,639.57,620.1315307617188
4.0,643.92,620.208740234375
4.0,646.44,620.3441772460938
4.0,651.39,620.3968505859375
4.0,650.64,620.5338134765625
4.0,649.32,620.7125854492188
4.0,638.81,620.806396484375
4.0,640.87,620.9727783203125
4.0,643.57,621.0578002929688
4.0,644.51,621.0811767578125
4.0,644.39,620.9808349609375
4.0,645.39,620.7176513671875
4.0,648.63,620.45751953125
4.0,651.87,620.2232055664062
4.0,655.75,619.8427124023438
4.0,655.87,619.4506225585938
4.0,654.04,619.08740234375
4.0,655.33,618.681396484375
4.0,657.78,618.2042236328125
4.0,664.21,617.8699951171875
4.0,666.17,617.5230712890625
4.0,669.49,617.266357421875
4.0,672.7,617.0115356445312
4.0,674.95,616.7805786132812
4.0,672.24,616.5650024414062
4.0,670.46,616.436279296875
4.0,671.38,616.2808227539062
4.0,670.71,616.1394653320312
4.0,663.59,616.1630249023438
4.0,655.65,616.199951171875
4.0,662.18,616.2613525390625
4.0,659.08,616.365478515625
4.0,668.37,616.5914916992188
4.0,668.16,616.8870239257812
4.0,671.89,617.3328857421875
4.0,671.08,617.84765625
4.0,668.82,618.4365234375
4.0,668.02,619.0319213867188
4.0,663.33,619.7540283203125
4.0,668.82,620.4580688476562
4.0,667.05,621.2432250976562
4.0,664.45,622.1517944335938
5.0,622.31,621.4271850585938
5.0,624.1,621.726318359375
5.0,624.98,621.8908081054688
5.0,624.87,622.0089111328125
5.0,629.85,621.996337890625
5.0,633.09,621.9476928710938
5.0,636.95,621.8706665039062
5.0,634.8,621.7716064453125
5.0,630.32,621.5836791992188
5.0,630.75,621.3575439453125
5.0,628.01,621.1673583984375
5.0,636.26,620.9905395507812
5.0,638.22,620.825927734375
5.0,637.36,620.58056640625
5.0,636.99,620.4613647460938
5.0,638.71,620.166748046875
5.0,640.06,620.0549926757812
5.0,642.14,619.7943115234375
5.0,639.01,619.6400146484375
5.0,636.39,619.5230102539062
5.0,639.57,619.4006958007812
5.0,643.92,619.277587890625
5.0,646.44,619.06201171875
5.0,651.39,618.927978515625
5.0,650.64,618.7875366210938
5.0,649.32,618.7244262695312
5.0,638.81,618.6686401367188
5.0,640.87,618.4651489257812
5.0,643.57,618.3740844726562
5.0,644.51,618.2012329101562
5.0,644.39,617.9083251953125
5.0,645.39,617.5592651367188
5.0,648.63,617.1483154296875
5.0,651.87,616.6705932617188
5.0,655.75,616.3045654296875
5.0,655.87,615.8028564453125
5.0,654.04,615.2933349609375
5.0,655.33,614.8710327148438
5.0,657.78,614.4263305664062
5.0,664.21,613.9706420898438
5.0,666.17,613.4915771484375
5.0,669.49,612.9833984375
5.0,672.7,612.44287109375
5.0,674.95,611.9358520507812
5.0,672.24,611.5277099609375
5.0,670.46,611.130126953125
5.0,671.38,610.8306274414062
5.0,670.71,610.49609375
5.0,663.59,610.240478515625
5.0,655.65,610.0866088867188
5.0,662.18,609.9536743164062
5.0,659.08,609.8765258789062
5.0,668.37,609.9112548828125
5.0,668.16,610.0286865234375
5.0,671.89,610.2032470703125
5.0,671.08,610.5123901367188
5.0,668.82,610.8766479492188
5.0,668.02,611.3475341796875
5.0,663.33,611.8999633789062
5.0,668.82,612.5138549804688
5.0,667.05,613.0979614257812
5.0,664.45,613.8018188476562
5.0,658.98,614.621826171875
6.0,624.1,622.4194946289062
6.0,624.98,622.6204223632812
6.0,624.87,622.6759643554688
6.0,629.85,622.6234130859375
6.0,633.09,622.4859619140625
6.0,636.95,622.2520751953125
6.0,634.8,622.019287109375
6.0,630.32,621.7938842773438
6.0,630.75,621.5131225585938
6.0,628.01,621.170654296875
6.0,636.26,620.9384765625
6.0,638.22,620.7357177734375
6.0,637.36,620.551025390625
6.0,636.99,620.3264770507812
6.0,638.71,620.147216796875
6.0,640.06,619.8270263671875
6.0,642.14,619.6148681640625
6.0,639.01,619.2908325195312
6.0,636.39,619.0885620117188
6.0,639.57,618.9029541015625
6.0,643.92,618.726806640625
6.0,646.44,618.5562744140625
6.0,651.39,618.3026733398438
6.0,650.64,618.132568359375
6.0,649.32,617.980224609375
6.0,638.81,617.885986328125
6.0,640.87,617.787841796875
6.0,643.57,617.5401000976562
6.0,644.51,617.3828735351562
6.0,644.39,617.0694580078125
6.0,645.39,616.6676635742188
6.0,648.63,616.2720336914062
6.0,651.87,615.8173217773438
6.0,655.75,615.3233032226562
6.0,655.87,614.9232177734375
6.0,654.04,614.424560546875
6.0,655.33,613.9314575195312
6.0,657.78,613.4915771484375
6.0,664.21,613.1072998046875
6.0,666.17,612.648193359375
6.0,669.49,612.1348876953125
6.0,672.7,611.5985717773438
6.0,674.95,611.023193359375
6.0,672.24,610.4908447265625
6.0,670.46,610.0546264648438
6.0,671.38,609.6433715820312
6.0,670.71,609.3082885742188
6.0,663.59,608.9675903320312
6.0,655.65,608.670654296875
6.0,662.18,608.4700927734375
6.0,659.08,608.3430786132812
6.0,668.37,608.2911376953125
6.0,668.16,608.4109497070312
6.0,671.89,608.4832153320312
6.0,671.08,608.6331787109375
6.0,668.82,608.921142578125
6.0,668.02,609.1929931640625
6.0,663.33,609.6690063476562
6.0,668.82,610.2800903320312
6.0,667.05,610.873779296875
6.0,664.45,611.4324340820312
6.0,658.98,612.1217651367188
6.0,654.22,612.9935913085938
7.0,624.98,624.1887817382812
7.0,624.87,624.31201171875
7.0,629.85,624.462646484375
7.0,633.09,624.5025634765625
7.0,636.95,624.5469360351562
7.0,634.8,624.4517211914062
7.0,630.32,624.3400268554688
7.0,630.75,624.2423706054688
7.0,628.01,624.1244506835938
7.0,636.26,623.977783203125
7.0,638.22,623.9034423828125
7.0,637.36,623.828125
7.0,636.99,623.7805786132812
7.0,638.71,623.6981811523438
7.0,640.06,623.5700073242188
7.0,642.14,623.351806640625
7.0,639.01,623.184814453125
7.0,636.39,623.0328979492188
7.0,639.57,622.942626953125
7.0,643.92,622.8621826171875
7.0,646.44,622.7706909179688
7.0,651.39,622.7344360351562
7.0,650.64,622.69140625
7.0,649.32,622.7156982421875
7.0,638.81,622.7101440429688
7.0,640.87,622.751953125
7.0,643.57,622.8089599609375
7.0,644.51,622.7709350585938
7.0,644.39,622.7637939453125
7.0,645.39,622.5206909179688
7.0,648.63,622.276123046875
7.0,651.87,622.0414428710938
7.0,655.75,621.6613159179688
7.0,655.87,621.3335571289062
7.0,654.04,621.006591796875
7.0,655.33,620.6104736328125
7.0,657.78,620.2315673828125
7.0,664.21,619.8167724609375
7.0,666.17,619.5208740234375
7.0,669.49,619.0289916992188
7.0,672.7,618.5978393554688
7.0,674.95,618.1658935546875
7.0,672.24,617.79931640625
7.0,670.46,617.4571533203125
7.0,671.38,617.1424560546875
7.0,670.71,616.869384765625
7.0,663.59,616.6402587890625
7.0,655.65,616.4462890625
7.0,662.18,616.199951171875
7.0,659.08,616.1033325195312
7.0,668.37,616.1282958984375
7.0,668.16,616.2220458984375
7.0,671.89,616.4903564453125
7.0,671.08,616.6050415039062
7.0,668.82,616.833251953125
7.0,668.02,617.2189331054688
7.0,663.33,617.5244750976562
7.0,668.82,618.1122436523438
7.0,667.05,618.8223876953125
7.0,664.45,619.4908447265625
7.0,658.98,620.1298217773438
7.0,654.22,620.876953125
7.0,656.95,621.8839721679688
8.0,624.87,625.0695190429688
8.0,629.85,625.203369140625
8.0,633.09,625.3497924804688
8.0,636.95,625.3912353515625
8.0,634.8,625.4278564453125
8.0,630.32,625.3318481445312
8.0,630.75,625.2230224609375
8.0,628.01,625.1264038085938
8.0,636.26,624.9949951171875
8.0,638.22,624.8341064453125
8.0,637.36,624.742919921875
8.0,636.99,624.6517333984375
8.0,638.71,624.5901489257812
8.0,640.06,624.48828125
8.0,642.14,624.36474609375
8.0,639.01,624.1375732421875
8.0,636.39,623.978759765625
8.0,639.57,623.8076171875
8.0,643.92,623.7097778320312
8.0,646.44,623.6223754882812
8.0,651.39,623.5304565429688
8.0,650.64,623.4813842773438
8.0,649.32,623.4163208007812
8.0,638.81,623.4228515625
8.0,640.87,623.3925170898438
8.0,643.57,623.4163208007812
8.0,644.51,623.4576416015625
8.0,644.39,623.3978881835938
8.0,645.39,623.379150390625
8.0,648.63,623.145263671875
8.0,651.87,622.8909301757812
8.0,655.75,622.6411743164062
8.0,655.87,622.2532958984375
8.0,654.04,621.90625
8.0,655.33,621.5786743164062
8.0,657.78,621.17333984375
8.0,664.21,620.78271484375
8.0,666.17,620.3663940429688
8.0,669.49,620.042236328125
8.0,672.7,619.5498657226562
8.0,674.95,619.1033935546875
8.0,672.24,618.666015625
8.0,670.46,618.2832641601562
8.0,671.38,617.921875
8.0,670.71,617.5987548828125
8.0,663.59,617.302001953125
8.0,655.65,617.0588989257812
8.0,662.18,616.8455810546875
8.0,659.08,616.6027221679688
8.0,668.37,616.4985961914062
8.0,668.16,616.5059204101562
8.0,671.89,616.5720825195312
8.0,671.08,616.8070068359375
8.0,668.82,616.9190673828125
8.0,668.02,617.1430053710938
8.0,663.33,617.5194702148438
8.0,668.82,617.8343505859375
8.0,667.05,618.4097290039062
8.0,664.45,619.0977783203125
8.0,658.98,619.7599487304688
8.0,654.22,620.3927001953125
8.0,656.95,621.134765625
8.0,651.36,622.1195068359375
9.0,629.85,624.9708862304688
9.0,633.09,625.1160278320312
9.0,636.95,625.2650756835938
9.0,634.8,625.3103637695312
9.0,630.32,625.3458862304688
9.0,630.75,625.2520141601562
9.0,628.01,625.1470336914062
9.0,636.26,625.0531005859375
9.0,638.22,624.9205322265625
9.0,637.36,624.75634765625
9.0,636.99,624.6631469726562
9.0,638.71,624.571044921875
9.0,640.06,624.5103149414062
9.0,642.14,624.4049072265625
9.0,639.01,624.2864379882812
9.0,636.39,624.060791015625
9.0,639.57,623.9078979492188
9.0,643.92,623.732666015625
9.0,646.44,623.6375122070312
9.0,651.39,623.5504150390625
9.0,650.64,623.4612426757812
9.0,649.32,623.4088745117188
9.0,638.81,623.3378295898438
9.0,640.87,623.3405151367188
9.0,643.57,623.3075561523438
9.0,644.51,623.3276977539062
9.0,644.39,623.3675537109375
9.0,645.39,623.3051147460938
9.0,648.63,623.2849731445312
9.0,651.87,623.0584716796875
9.0,655.75,622.8003540039062
9.0,655.87,622.5482788085938
9.0,654.04,622.1651611328125
9.0,655.33,621.8140258789062
9.0,657.78,621.4876708984375
9.0,664.21,621.083251953125
9.0,666.17,620.6924438476562
9.0,669.49,620.27978515625
9.0,672.7,619.9515380859375
9.0,674.95,619.4642333984375
9.0,672.24,619.0171508789062
9.0,670.46,618.5789794921875
9.0,671.38,618.1885986328125
9.0,670.71,617.8202514648438
9.0,663.59,617.495361328125
9.0,655.65,617.1921997070312
9.0,662.18,616.94677734375
9.0,659.08,616.7294311523438
9.0,668.37,616.4901123046875
9.0,668.16,616.3848876953125
9.0,671.89,616.38720703125
9.0,671.08,616.443359375
9.0,668.82,616.6705932617188
9.0,668.02,616.7849731445312
9.0,663.33,617.0086059570312
9.0,668.82,617.3834838867188
9.0,667.05,617.700927734375
9.0,664.45,618.2728881835938
9.0,658.98,618.9542846679688
9.0,654.22,619.6160888671875
9.0,656.95,620.2495727539062
9.0,651.36,620.9912109375
9.0,662.95,621.9696655273438
10.0,633.09,629.937744140625
10.0,636.95,630.0789184570312
10.0,634.8,630.1162109375
10.0,630.32,630.0248413085938
10.0,630.75,629.8903198242188
10.0,628.01,629.625732421875
10.0,636.26,629.3762817382812
10.0,638.22,629.1455688476562
10.0,637.36,628.8660278320312
10.0,636.99,628.5248413085938
10.0,638.71,628.3094482421875
10.0,640.06,628.1204223632812
10.0,642.14,627.9607543945312
10.0,639.01,627.771240234375
10.0,636.39,627.5932006835938
10.0,639.57,627.2877197265625
10.0,643.92,627.06103515625
10.0,646.44,626.7450561523438
10.0,651.39,626.5565185546875
10.0,650.64,626.3701171875
10.0,649.32,626.2031860351562
10.0,638.81,626.0419311523438
10.0,640.87,625.8193359375
10.0,643.57,625.6847534179688
10.0,644.51,625.5463256835938
10.0,644.39,625.4630737304688
10.0,645.39,625.3834838867188
10.0,648.63,625.1685180664062
10.0,651.87,625.0236206054688
10.0,655.75,624.68994140625
10.0,655.87,624.2828979492188
10.0,654.04,623.9049072265625
10.0,655.33,623.44775390625
10.0,657.78,622.9800415039062
10.0,664.21,622.5907592773438
10.0,666.17,622.120361328125
10.0,669.49,621.6625366210938
10.0,672.7,621.220703125
10.0,674.95,620.8516845703125
10.0,672.24,620.3740234375
10.0,670.46,619.8504028320312
10.0,671.38,619.331298828125
10.0,670.71,618.7943725585938
10.0,663.59,618.2935791015625
10.0,655.65,617.8785400390625
10.0,662.18,617.4744873046875
10.0,659.08,617.1415405273438
10.0,668.37,616.8258666992188
10.0,668.16,616.53564453125
10.0,671.89,616.3442993164062
10.0,671.08,616.2540893554688
10.0,668.82,616.2252197265625
10.0,668.02,616.3921508789062
10.0,663.33,616.4586181640625
10.0,668.82,616.6241455078125
10.0,667.05,616.9308471679688
10.0,664.45,617.1921997070312
10.0,658.98,617.7003173828125
10.0,654.22,618.3460083007812
10.0,656.95,618.9567260742188
10.0,651.36,619.5333251953125
10.0,662.95,620.2376708984375
10.0,675.99,621.1591186523438
11.0,636.95,633.1730346679688
11.0,634.8,633.2789916992188
11.0,630.32,633.3170166015625
11.0,630.75,633.2101440429688
11.0,628.01,633.090576171875
11.0,636.26,632.8168334960938
11.0,638.22,632.561279296875
11.0,637.36,632.3323974609375
11.0,636.99,632.072265625
11.0,638.71,631.7507934570312
11.0,640.06,631.56640625
11.0,642.14,631.4053344726562
11.0,639.01,631.27734375
11.0,636.39,631.1293334960938
11.0,639.57,630.951171875
11.0,643.92,630.6669311523438
11.0,646.44,630.4281005859375
11.0,651.39,630.1399536132812
11.0,650.64,629.9699096679688
11.0,649.32,629.7938842773438
11.0,638.81,629.6359252929688
11.0,640.87,629.4969482421875
11.0,643.57,629.31689453125
11.0,644.51,629.2223510742188
11.0,644.39,629.1209716796875
11.0,645.39,629.0657348632812
11.0,648.63,629.0156860351562
11.0,651.87,628.843505859375
11.0,655.75,628.72119140625
11.0,655.87,628.3720703125
11.0,654.04,627.9757690429688
11.0,655.33,627.6261596679688
11.0,657.78,627.1797485351562
11.0,664.21,626.7479858398438
11.0,666.17,626.3670654296875
11.0,669.49,625.9234008789062
11.0,672.7,625.4976806640625
11.0,674.95,625.0585327148438
11.0,672.24,624.7289428710938
11.0,670.46,624.2444458007812
11.0,671.38,623.7338256835938
11.0,670.71,623.2310791015625
11.0,663.59,622.7329711914062
11.0,655.65,622.2698974609375
11.0,662.18,621.8762817382812
11.0,659.08,621.5027465820312
11.0,668.37,621.1869506835938
11.0,668.16,620.9064331054688
11.0,671.89,620.6181030273438
11.0,671.08,620.4412231445312
11.0,668.82,620.3897705078125
11.0,668.02,620.4024658203125
11.0,663.33,620.6300048828125
11.0,668.82,620.6986694335938
11.0,667.05,620.8789672851562
11.0,664.45,621.2067260742188
11.0,658.98,621.455078125
11.0,654.22,621.9940185546875
11.0,656.95,622.681884765625
11.0,651.36,623.3098754882812
11.0,662.95,623.9046020507812
11.0,675.99,624.623779296875
11.0,675.43,625.5958251953125
12.0,634.8,636.9907836914062
12.0,630.32,637.0673217773438
12.0,630.75,636.90576171875
12.0,628.01,636.5550537109375
12.0,636.26,636.1430053710938
12.0,638.22,635.5696411132812
12.0,637.36,635.0603637695312
12.0,636.99,634.593017578125
12.0,638.71,634.0809326171875
12.0,640.06,633.4592895507812
12.0,642.14,633.0654907226562
12.0,639.01,632.7389526367188
12.0,636.39,632.4412841796875
12.0,639.57,632.154541015625
12.0,643.92,631.8685302734375
12.0,646.44,631.447509765625
12.0,651.39,631.0772094726562
12.0,650.64,630.552001953125
12.0,649.32,630.2196044921875
12.0,638.81,629.873779296875
12.0,640.87,629.580078125
12.0,643.57,629.2572021484375
12.0,644.51,628.8255615234375
12.0,644.39,628.5044555664062
12.0,645.39,628.2227783203125
12.0,648.63,627.9924926757812
12.0,651.87,627.7410278320312
12.0,655.75,627.3134155273438
12.0,655.87,626.97998046875
12.0,654.04,626.439697265625
12.0,655.33,625.7939453125
12.0,657.78,625.2346801757812
12.0,664.21,624.6592407226562
12.0,666.17,624.03759765625
12.0,669.49,623.5524291992188
12.0,672.7,623.0003051757812
12.0,674.95,622.4663696289062
12.0,672.24,621.9765625
12.0,670.46,621.5809936523438
12.0,671.38,621.1080932617188
12.0,670.71,620.4686889648438
12.0,663.59,619.8353881835938
12.0,655.65,619.1039428710938
12.0,662.18,618.4276733398438
12.0,659.08,617.8894653320312
12.0,668.37,617.3505859375
12.0,668.16,616.890869140625
12.0,671.89,616.4501342773438
12.0,671.08,616.07568359375
12.0,668.82,615.755615234375
12.0,668.02,615.554443359375
12.0,663.33,615.43212890625
12.0,668.82,615.5635375976562
12.0,667.05,615.5462646484375
12.0,664.45,615.628173828125
12.0,658.98,615.8392944335938
12.0,654.22,615.9866943359375
12.0,656.95,616.4198608398438
12.0,651.36,617.048583984375
12.0,662.95,617.5860595703125
12.0,675.99,618.0789794921875
12.0,675.43,618.7288208007812
12.0,676.53,619.6036376953125
13.0,630.32,634.8547973632812
13.0,630.75,634.8735961914062
13.0,628.01,634.8396606445312
13.0,636.26,634.6114501953125
13.0,638.22,634.4175415039062
13.0,637.36,634.0171508789062
13.0,636.99,633.6595458984375
13.0,638.71,633.3505859375
13.0,640.06,633.0398559570312
13.0,642.14,632.6511840820312
13.0,639.01,632.4545288085938
13.0,636.39,632.29052734375
13.0,639.57,632.1651000976562
13.0,643.92,632.0529174804688
13.0,646.44,631.8378295898438
13.0,651.39,631.5501708984375
13.0,650.64,631.242431640625
13.0,649.32,630.9259033203125
13.0,638.81,630.73486328125
13.0,640.87,630.5189819335938
13.0,643.57,630.3322143554688
13.0,644.51,630.1727294921875
13.0,644.39,629.9888305664062
13.0,645.39,629.8942260742188
13.0,648.63,629.7996215820312
13.0,651.87,629.7362670898438
13.0,655.75,629.6728515625
13.0,655.87,629.4945678710938
13.0,654.04,629.3408813476562
13.0,655.33,628.8950805664062
13.0,657.78,628.4322509765625
13.0,664.21,628.066162109375
13.0,666.17,627.5961303710938
13.0,669.49,627.1725463867188
13.0,672.7,626.7764282226562
13.0,674.95,626.3519287109375
13.0,672.24,625.9580688476562
13.0,670.46,625.5098876953125
13.0,671.38,625.2352294921875
13.0,670.71,624.7459106445312
13.0,663.59,624.216796875
13.0,655.65,623.7062377929688
13.0,662.18,623.208251953125
13.0,659.08,622.7490234375
13.0,668.37,622.350341796875
13.0,668.16,621.9786376953125
13.0,671.89,621.6470947265625
13.0,671.08,621.38037109375
13.0,668.82,621.0699462890625
13.0,668.02,620.8706665039062
13.0,663.33,620.8434448242188
13.0,668.82,620.8890380859375
13.0,667.05,621.1994018554688
13.0,664.45,621.2396240234375
13.0,658.98,621.4132690429688
13.0,654.22,621.736572265625
13.0,656.95,621.920166015625
13.0,651.36,622.4773559570312
13.0,662.95,623.2216186523438
13.0,675.99,623.84423828125
13.0,675.43,624.4317016601562
13.0,676.53,625.1484985351562
13.0,675.12,626.1768798828125
14.0,630.75,630.372802734375
14.0,628.01,630.393310546875
14.0,636.26,630.5192260742188
14.0,638.22,630.5015258789062
14.0,637.36,630.55810546875
14.0,636.99,630.4221801757812
14.0,638.71,630.2899169921875
14.0,640.06,630.1874389648438
14.0,642.14,630.0858154296875
14.0,639.01,629.9542846679688
14.0,636.39,629.9191284179688
14.0,639.57,629.8773803710938
14.0,643.92,629.8794555664062
14.0,646.44,629.8650512695312
14.0,651.39,629.7386474609375
14.0,650.64,629.5534057617188
14.0,649.32,629.3624267578125
14.0,638.81,629.239501953125
14.0,640.87,629.1776733398438
14.0,643.57,629.1038818359375
14.0,644.51,629.0288696289062
14.0,644.39,629.016845703125
14.0,645.39,629.0397338867188
14.0,648.63,629.1353759765625
14.0,651.87,629.1680297851562
14.0,655.75,629.239501953125
14.0,655.87,629.3372802734375
14.0,654.04,629.3688354492188
14.0,655.33,629.3925170898438
14.0,657.78,629.1173095703125
14.0,664.21,628.8759155273438
14.0,666.17,628.6821899414062
14.0,669.49,628.3082885742188
14.0,672.7,628.0382690429688
14.0,674.95,627.7317504882812
14.0,672.24,627.3912353515625
14.0,670.46,627.0804443359375
14.0,671.38,626.666748046875
14.0,670.71,626.415771484375
14.0,663.59,625.8981323242188
14.0,655.65,625.4642944335938
14.0,662.18,625.0665283203125
14.0,659.08,624.779296875
14.0,668.37,624.5046997070312
14.0,668.16,624.2337646484375
14.0,671.89,623.98974609375
14.0,671.08,623.7758178710938
14.0,668.82,623.6381225585938
14.0,668.02,623.4035034179688
14.0,663.33,623.3306884765625
14.0,668.82,623.427001953125
14.0,667.05,623.5739135742188
14.0,664.45,623.9346313476562
14.0,658.98,624.0420532226562
14.0,654.22,624.2974243164062
14.0,656.95,624.7164306640625
14.0,651.36,625.0006713867188
14.0,662.95,625.6426391601562
14.0,675.99,626.4146118164062
14.0,675.43,627.1100463867188
14.0,676.53,627.7781372070312
14.0,675.12,628.5464477539062
14.0,675.38,629.6368408203125
15.0,628.01,630.8298950195312
15.0,636.26,630.932861328125
15.0,638.22,630.96826171875
15.0,637.36,630.860595703125
15.0,636.99,630.7417602539062
15.0,638.71,630.47021484375
15.0,640.06,630.2247314453125
15.0,642.14,630.0029296875
