"Exchange.Date","Open","High","Low","Close","returns","logreturns"
37735,92.47639247,92.47639247,92.47639247,92.47639247,0.264575519999994,0.00286510656872885
37736,92.68849216,92.68849216,92.68849216,92.68849216,0.212099690000002,0.00229092879233939
37739,93.35761385,93.35761385,93.35761385,93.35761385,0.669121690000011,0.00719310486437674
37740,94.3078014,94.3078014,94.3078014,94.3078014,0.950187549999995,0.0101264867426636
37741,95.13622633,95.13622633,95.13622633,95.13622633,0.828424929999997,0.00874591002422687
37742,95.13622633,95.13622633,95.13622633,95.13622633,0,0
37743,96.39044001,96.39044001,96.39044001,96.39044001,1.25421368000001,0.0130972008499199
37746,97.3444723,97.3444723,97.3444723,97.3444723,0.954032290000001,0.00984892181252484
37747,97.90790757,97.90790757,97.90790757,97.90790757,0.563435269999999,0.00577136969409597
37748,97.00395876,97.00395876,97.00395876,97.00395876,-0.903948810000003,-0.00927552855534231
37749,96.31525675,96.31525675,96.31525675,96.31525675,-0.68870201,-0.0071250539865586
37750,97.50767864,97.50767864,97.50767864,97.50767864,1.19242188999999,0.0123043945420171
37753,97.93956451,97.93956451,97.93956451,97.93956451,0.431885870000002,0.00441946958161132
37754,98.30335601,98.30335601,98.30335601,98.30335601,0.363791500000005,0.00370756729221888
37755,98.08835024,98.08835024,98.08835024,98.08835024,-0.215005770000005,-0.00218956146370353
37756,98.73422444,98.73422444,98.73422444,98.73422444,0.645874200000009,0.00656303291816585
37757,99.51049175,99.51049175,99.51049175,99.51049175,0.776267309999994,0.00783144481614961
37760,98.68197751,98.68197751,98.68197751,98.68197751,-0.828514240000004,-0.00836075224587152
37761,98.29793655,98.29793655,98.29793655,98.29793655,-0.384040959999993,-0.00389929550359103
37762,98.13541584,98.13541584,98.13541584,98.13541584,-0.16252071000001,-0.00165471642270099
37763,98.53620214,98.53620214,98.53620214,98.53620214,0.400786300000007,0.00407569591296042
37764,99.2029012,99.2029012,99.2029012,99.2029012,0.666699059999999,0.00674324476085619
37767,99.59292176,99.59292176,99.59292176,99.59292176,0.390020559999996,0.00392383556761633
37768,99.37153633,99.37153633,99.37153633,99.37153633,-0.221385429999998,-0.00222537757234864
37769,99.48822614,99.48822614,99.48822614,99.48822614,0.116689809999997,0.00117358908553289
37771,100.2159494,100.2159494,100.2159494,100.2159494,0.727723260000005,0.00728804472065292
37774,100.8402814,100.8402814,100.8402814,100.8402814,0.624331999999995,0.00621054124276021
37775,100.9972122,100.9972122,100.9972122,100.9972122,0.156930800000012,0.00155502160499221
37776,102.3868584,102.3868584,102.3868584,102.3868584,1.38964619999999,0.0136654539520267
37777,102.6659078,102.6659078,102.6659078,102.6659078,0.279049400000005,0.00272173428755895
37778,104.2919998,104.2919998,104.2919998,104.2919998,1.626092,0.0157145526059255
37781,104.2919998,104.2919998,104.2919998,104.2919998,0,0
37782,104.8542312,104.8542312,104.8542312,104.8542312,0.562231400000002,0.00537645600062575
37783,105.3267677,105.3267677,105.3267677,105.3267677,0.472536500000004,0.00449647968780287
37784,106.5619346,106.5619346,106.5619346,106.5619346,1.2351669,0.0116587706432494
37785,106.078862,106.078862,106.078862,106.078862,-0.4830726,-0.00454356302993908
37788,106.404563,106.404563,106.404563,106.404563,0.325700999999995,0.0030656626989698
37789,107.6463327,107.6463327,107.6463327,107.6463327,1.24176970000001,0.0116026950203247
37790,107.5998491,107.5998491,107.5998491,107.5998491,-0.046483600000002,-0.000431911036320898
37791,107.3061719,107.3061719,107.3061719,107.3061719,-0.293677200000005,-0.00273307729062555
37792,107.3061719,107.3061719,107.3061719,107.3061719,0,0
37795,106.9102422,106.9102422,106.9102422,106.9102422,-0.395929699999996,-0.00369654353994875
37796,106.1977149,106.1977149,106.1977149,106.1977149,-0.712527300000005,-0.0066870328525761
37797,106.0158534,106.0158534,106.0158534,106.0158534,-0.181861499999997,-0.00171394832080551
37798,105.9835795,105.9835795,105.9835795,105.9835795,-0.0322738999999928,-0.000304471571531018
37799,107.0941317,107.0941317,107.0941317,107.0941317,1.1105522,0.010424011500584
37802,107.6963294,107.6963294,107.6963294,107.6963294,0.602197699999991,0.00560731863765795
37803,107.3483783,107.3483783,107.3483783,107.3483783,-0.347951100000003,-0.00323608432287159
37804,108.2008042,108.2008042,108.2008042,108.2008042,0.8524259,0.00790938136688091
37805,108.7197068,108.7197068,108.7197068,108.7197068,0.518902600000004,0.00478427408623538
37806,109.255625,109.255625,109.255625,109.255625,0.535918199999998,0.00491724706111274
37809,110.8254683,110.8254683,110.8254683,110.8254683,1.5698433,0.0142662861386045
37810,111.402974,111.402974,111.402974,111.402974,0.577505700000003,0.0051974175226448
37811,111.1948027,111.1948027,111.1948027,111.1948027,-0.208171300000004,-0.00187038131084449
37812,110.5546087,110.5546087,110.5546087,110.5546087,-0.640193999999994,-0.00577404715177643
37813,110.857519,110.857519,110.857519,110.857519,0.302910299999994,0.00273616890030226
37816,111.670263,111.670263,111.670263,111.670263,0.812744000000009,0.00730468444511878
37817,113.167087,113.167087,113.167087,113.167087,1.49682399999999,0.0133149240009525
37818,113.4106399,113.4106399,113.4106399,113.4106399,0.243552900000012,0.00214984056144374
37819,112.2709719,112.2709719,112.2709719,112.2709719,-1.139668,-0.0100998719282064
37820,112.7787799,112.7787799,112.7787799,112.7787799,0.507807999999997,0.00451285867030204
37823,112.6955168,112.6955168,112.6955168,112.6955168,-0.0832631000000106,-0.000738559605270694
37824,112.181675,112.181675,112.181675,112.181675,-0.513841799999994,-0.00456998497869332
37825,112.7225761,112.7225761,112.7225761,112.7225761,0.540901099999999,0.00481006597469325
37826,112.9120303,112.9120303,112.9120303,112.9120303,0.1894542,0.00167930130528582
37827,113.3139007,113.3139007,113.3139007,113.3139007,0.401870400000007,0.00355282721961725
37830,114.9294151,114.9294151,114.9294151,114.9294151,1.6155144,0.0141563083543668
37831,114.6512994,114.6512994,114.6512994,114.6512994,-0.278115700000001,-0.00242281531923449
37832,114.9545179,114.9545179,114.9545179,114.9545179,0.3032185,0.00264121074837309
37833,116.1310926,116.1310926,116.1310926,116.1310926,1.1765747,0.0101831080228694
37834,116.5619002,116.5619002,116.5619002,116.5619002,0.430807599999994,0.00370280245262578
37837,117.5330154,117.5330154,117.5330154,117.5330154,0.9711152,0.00829681215615796
37838,118.3975332,118.3975332,118.3975332,118.3975332,0.864517800000002,0.00732861152961739
37839,117.0400905,117.0400905,117.0400905,117.0400905,-1.35744269999999,-0.0115313578219176
37840,116.7741878,116.7741878,116.7741878,116.7741878,-0.265902699999998,-0.0022744788433382
37841,117.3199023,117.3199023,117.3199023,117.3199023,0.545714499999988,0.0046623602356668
37844,117.2139705,117.2139705,117.2139705,117.2139705,-0.105931799999993,-0.000903339086494093
37845,117.4255303,117.4255303,117.4255303,117.4255303,0.211559800000003,0.00180327571962913
37846,118.2742971,118.2742971,118.2742971,118.2742971,0.848766799999993,0.00720213059298747
37847,118.84551,118.84551,118.84551,118.84551,0.571212900000006,0.00481793580996737
37848,119.1911017,119.1911017,119.1911017,119.1911017,0.3455917,0.00290368729709556
37851,120.4141252,120.4141252,120.4141252,120.4141252,1.2230235,0.0102087432532674
37852,120.404603,120.404603,120.404603,120.404603,-0.00952220000000636,-7.9081889320598e-05
37853,120.2850663,120.2850663,120.2850663,120.2850663,-0.119536699999998,-0.000993284923077375
37854,120.9781157,120.9781157,120.9781157,120.9781157,0.693049400000007,0.00574518913789834
37855,122.3706714,122.3706714,122.3706714,122.3706714,1.3925557,0.0114450613656381
37858,122.1496486,122.1496486,122.1496486,122.1496486,-0.2210228,-0.0018078077126269
37859,121.7319541,121.7319541,121.7319541,121.7319541,-0.41769450000001,-0.00342539087644944
37860,123.220732,123.220732,123.220732,123.220732,1.4887779,0.0121557861305073
37861,123.1500531,123.1500531,123.1500531,123.1500531,-0.0706789000000043,-0.000573760414898317
37862,124.1944501,124.1944501,124.1944501,124.1944501,1.044397,0.00844492756784021
37865,126.1264235,126.1264235,126.1264235,126.1264235,1.9319734,0.0154362817165019
37866,127.5358157,127.5358157,127.5358157,127.5358157,1.4093922,0.0111124675700678
37867,129.8822906,129.8822906,129.8822906,129.8822906,2.3464749,0.0182313507564205
37868,130.2730126,130.2730126,130.2730126,130.2730126,0.390721999999982,0.00300376189891782
37869,131.1249891,131.1249891,131.1249891,131.1249891,0.851976500000006,0.00651863833198174
37872,131.8441408,131.8441408,131.8441408,131.8441408,0.719151699999998,0.00546948984526807
37873,132.2146159,132.2146159,132.2146159,132.2146159,0.370475100000021,0.00280600687296495
37874,130.2375789,130.2375789,130.2375789,130.2375789,-1.97703700000002,-0.0150661677534876
37875,130.8093264,130.8093264,130.8093264,130.8093264,0.571747500000015,0.00438042667905592
37876,132.4763756,132.4763756,132.4763756,132.4763756,1.66704920000001,0.012663592937451
37879,132.6244043,132.6244043,132.6244043,132.6244043,0.148028699999998,0.00111677314145009
37880,134.3382059,134.3382059,134.3382059,134.3382059,1.71380159999998,0.0128394395168163
37881,135.0790486,135.0790486,135.0790486,135.0790486,0.740842700000002,0.00549960742973532
37882,135.1790768,135.1790768,135.1790768,135.1790768,0.100028199999997,0.00074024197732836
37883,135.9320807,135.9320807,135.9320807,135.9320807,0.75300390000001,0.00555496013713341
37886,132.2620694,132.2620694,132.2620694,132.2620694,-3.6700113,-0.02737002579532
37887,132.9577096,132.9577096,132.9577096,132.9577096,0.695640199999985,0.00524577614724464
37888,133.6770986,133.6770986,133.6770986,133.6770986,0.719389000000007,0.00539607525687114
37889,130.9470432,130.9470432,130.9470432,130.9470432,-2.7300554,-0.0206341888939221
37890,129.9308724,129.9308724,129.9308724,129.9308724,-1.0161708,-0.00779043283148706
37893,130.1927858,130.1927858,130.1927858,130.1927858,0.261913399999997,0.0020137613804323
37894,128.9288801,128.9288801,128.9288801,128.9288801,-1.26390570000001,-0.0097553843609246
37895,128.7907328,128.7907328,128.7907328,128.7907328,-0.138147299999986,-0.00107207450513425
37896,130.1111959,130.1111959,130.1111959,130.1111959,1.32046310000001,0.0102005771553833
37897,132.309786,132.309786,132.309786,132.309786,2.19859009999999,0.0167565987128322
37900,132.9574213,132.9574213,132.9574213,132.9574213,0.64763529999999,0.00488289972494638
37901,132.4814255,132.4814255,132.4814255,132.4814255,-0.475995799999993,-0.00358648567051389
37902,132.8559086,132.8559086,132.8559086,132.8559086,0.374483099999992,0.00282269624751397
37903,135.212939,135.212939,135.212939,135.212939,2.35703040000001,0.0175857147510703
37904,134.836218,134.836218,134.836218,134.836218,-0.376721000000003,-0.00279001977682913
37907,135.4192319,135.4192319,135.4192319,135.4192319,0.583013899999997,0.0043145461424059
37908,135.7055916,135.7055916,135.7055916,135.7055916,0.286359699999991,0.00211238353453069
37909,136.4619707,136.4619707,136.4619707,136.4619707,0.756379100000004,0.00555820128511986
37910,135.5264833,135.5264833,135.5264833,135.5264833,-0.9354874,-0.00687890294697358
37911,137.5947583,137.5947583,137.5947583,137.5947583,2.068275,0.0151457610930263
37914,138.3608919,138.3608919,138.3608919,138.3608919,0.766133600000018,0.00555259925176621
37915,138.4614258,138.4614258,138.4614258,138.4614258,0.100533899999988,0.000726342480296793
37916,136.6327941,136.6327941,136.6327941,136.6327941,-1.82863169999999,-0.0132947804936618
37917,136.5359204,136.5359204,136.5359204,136.5359204,-0.0968737000000033,-0.000709259142198881
37918,137.1761568,137.1761568,137.1761568,137.1761568,0.640236399999992,0.00467818281313104
37921,138.1140205,138.1140205,138.1140205,138.1140205,0.937863700000008,0.0068136635868008
37922,139.2234844,139.2234844,139.2234844,139.2234844,1.10946389999998,0.00800086392074917
37923,139.8026221,139.8026221,139.8026221,139.8026221,0.579137700000018,0.00415114226338975
37924,140.589239,140.589239,140.589239,140.589239,0.786616899999984,0.00561085447046761
37925,141.1059262,141.1059262,141.1059262,141.1059262,0.516687200000007,0.0036684178023938
37928,142.9558602,142.9558602,142.9558602,142.9558602,1.84993399999999,0.0130250547046762
37929,144.4035946,144.4035946,144.4035946,144.4035946,1.4477344,0.0100762068192228
37930,143.920782,143.920782,143.920782,143.920782,-0.482812599999988,-0.00334909629896796
37931,145.0074389,145.0074389,145.0074389,145.0074389,1.08665690000001,0.00752202066153007
37932,147.1517777,147.1517777,147.1517777,147.1517777,2.14433879999999,0.0146795116131155
37935,147.1405915,147.1405915,147.1405915,147.1405915,-0.0111861999999974,-7.60209993604377e-05
37936,146.1769239,146.1769239,146.1769239,146.1769239,-0.963667600000008,-0.00657083888054366
37937,146.4245019,146.4245019,146.4245019,146.4245019,0.247578000000004,0.001692254632089
37938,147.2237761,147.2237761,147.2237761,147.2237761,0.799274200000013,0.00544376544135883
37939,148.4555808,148.4555808,148.4555808,148.4555808,1.2318047,0.00833207863585361
37942,146.7166937,146.7166937,146.7166937,146.7166937,-1.7388871,-0.0117823208116112
37943,146.8950723,146.8950723,146.8950723,146.8950723,0.178378600000002,0.00121506453488873
37944,145.8135472,145.8135472,145.8135472,145.8135472,-1.08152510000002,-0.00738980644720932
37945,145.349414,145.349414,145.349414,145.349414,-0.464133199999992,-0.00318813623282388
37946,145.9776319,145.9776319,145.9776319,145.9776319,0.62821790000001,0.00431280845767823
37949,147.2449665,147.2449665,147.2449665,147.2449665,1.2673346,0.00864423477911291
37950,147.8409251,147.8409251,147.8409251,147.8409251,0.595958599999989,0.00403922672847035
37951,147.8844827,147.8844827,147.8844827,147.8844827,0.043557600000014,0.00029458138642191
37952,148.9070977,148.9070977,148.9070977,148.9070977,1.022615,0.00689115941532936
37953,150.2875681,150.2875681,150.2875681,150.2875681,1.38047039999998,0.00922797331639913
37956,152.9415315,152.9415315,152.9415315,152.9415315,2.65396340000001,0.017505121864394
37957,152.9107255,152.9107255,152.9107255,152.9107255,-0.0308059999999841,-0.000201443666993484
37958,153.2453333,153.2453333,153.2453333,153.2453333,0.334607799999986,0.00218586517308417
37959,154.1843856,154.1843856,154.1843856,154.1843856,0.939052300000014,0.00610907249872117
37960,154.1807095,154.1807095,154.1807095,154.1807095,-0.00367610000000695,-2.38425169287737e-05
37963,153.4871667,153.4871667,153.4871667,153.4871667,-0.693542800000017,-0.00450839381276502
37964,155.3940512,155.3940512,155.3940512,155.3940512,1.90688450000002,0.0123471976626117
37965,154.3115114,154.3115114,154.3115114,154.3115114,-1.08253980000001,-0.00699079603002684
37966,154.796911,154.796911,154.796911,154.796911,0.485399599999994,0.00314064557164606
37967,154.7493174,154.7493174,154.7493174,154.7493174,-0.047593599999999,-0.000307505606649272
37970,155.2408433,155.2408433,155.2408433,155.2408433,0.491525899999999,0.00317123815039455
37971,153.2664254,153.2664254,153.2664254,153.2664254,-1.97441789999999,-0.0127999892228585
37972,152.1575952,152.1575952,152.1575952,152.1575952,-1.1088302,-0.00726095524126702
37973,152.97098,152.97098,152.97098,152.97098,0.813384799999994,0.00533143594379837
37974,153.8012896,153.8012896,153.8012896,153.8012896,0.830309599999993,0.00541321175228049
37977,154.1651264,154.1651264,154.1651264,154.1651264,0.363836800000001,0.00236283536367665
37978,154.5781926,154.5781926,154.5781926,154.5781926,0.413066200000003,0.00267579196723045
37984,155.6067163,155.6067163,155.6067163,155.6067163,1.02852369999999,0.00663170541173397
37985,156.9842554,156.9842554,156.9842554,156.9842554,1.37753910000001,0.00881374154858516
37988,156.9190336,156.9190336,156.9190336,156.9190336,-0.0652217999999891,-0.000415553472831398
37991,158.033345,158.033345,158.033345,158.033345,1.11431139999999,0.00707609229378825
37993,158.033345,158.033345,158.033345,158.033345,0,0
37994,159.1052872,159.1052872,159.1052872,159.1052872,1.0719422,0.00676011165712875
37995,161.012562,161.012562,161.012562,161.012562,1.90727480000001,0.0119162200642275
37998,161.736968,161.736968,161.736968,161.736968,0.724405999999988,0.0044889745707879
37999,163.7703731,163.7703731,163.7703731,163.7703731,2.03340510000001,0.0124939212980184
38000,165.0627108,165.0627108,165.0627108,165.0627108,1.29233769999999,0.00786018449433534
38001,166.9882574,166.9882574,166.9882574,166.9882574,1.92554660000002,0.0115980278259364
38002,168.0121001,168.0121001,168.0121001,168.0121001,1.02384269999999,0.00611250623990589
38005,170.8296469,170.8296469,170.8296469,170.8296469,2.8175468,0.0166308417752816
38006,172.6443979,172.6443979,172.6443979,172.6443979,1.814751,0.0105671325932786
38007,173.3161619,173.3161619,173.3161619,173.3161619,0.671763999999996,0.00388347645552045
38008,171.5766356,171.5766356,171.5766356,171.5766356,-1.73952629999999,-0.0100874304318568
38009,173.3459913,173.3459913,173.3459913,173.3459913,1.76935570000001,0.0102595253651989
38012,173.873168,173.873168,173.873168,173.873168,0.527176699999984,0.00303656691147225
38013,175.4090859,175.4090859,175.4090859,175.4090859,1.53591790000002,0.00879476573939897
38014,177.723423,177.723423,177.723423,177.723423,2.31433709999999,0.0131076588942483
38015,177.4949899,177.4949899,177.4949899,177.4949899,-0.22843309999999,-0.00128615591531123
38016,175.2237073,175.2237073,175.2237073,175.2237073,-2.27128260000001,-0.0128788976143941
38019,177.3763706,177.3763706,177.3763706,177.3763706,2.1526633,0.0122103775949105
38020,178.3795763,178.3795763,178.3795763,178.3795763,1.0032057,0.00563986838681974
38021,177.9798723,177.9798723,177.9798723,177.9798723,-0.399703999999986,-0.00224326403684394
38022,176.3543653,176.3543653,176.3543653,176.3543653,-1.625507,-0.00917505694144527
38023,176.082404,176.082404,176.082404,176.082404,-0.271961300000015,-0.00154331998060719
38026,178.2074279,178.2074279,178.2074279,178.2074279,2.1250239,0.0119961070984571
38027,180.3430919,180.3430919,180.3430919,180.3430919,2.13566399999999,0.0119129056538032
38028,181.3088131,181.3088131,181.3088131,181.3088131,0.965721200000019,0.00534062440721161
38029,181.5241861,181.5241861,181.5241861,181.5241861,0.215373,0.00118717440679461
38030,181.9372405,181.9372405,181.9372405,181.9372405,0.413054399999993,0.00227289361451799
38033,181.802648,181.802648,181.802648,181.802648,-0.134592499999997,-0.00074004809699435
38034,182.3656748,182.3656748,182.3656748,182.3656748,0.563026799999989,0.00309212643359036
38035,183.0353347,183.0353347,183.0353347,183.0353347,0.669659899999999,0.00366534646766858
38036,184.3063397,184.3063397,184.3063397,184.3063397,1.271005,0.00692004289533887
38037,184.9599718,184.9599718,184.9599718,184.9599718,0.65363210000001,0.00354017012815611
38040,183.9687435,183.9687435,183.9687435,183.9687435,-0.991228300000017,-0.00537356212215645
38041,183.5923584,183.5923584,183.5923584,183.5923584,-0.376385099999993,-0.00204801449126357
38042,180.5218986,180.5218986,180.5218986,180.5218986,-3.07045980000001,-0.0168657641074956
38043,181.4550008,181.4550008,181.4550008,181.4550008,0.933102200000008,0.0051556011910403
38044,182.6384698,182.6384698,182.6384698,182.6384698,1.183469,0.00650093046731648
38047,182.8141441,182.8141441,182.8141441,182.8141441,0.175674299999997,0.000961406797213016
38048,183.3046885,183.3046885,183.3046885,183.3046885,0.490544400000005,0.00267970205224444
38049,184.2536153,184.2536153,184.2536153,184.2536153,0.94892680000001,0.00516341978107526
38050,184.0119596,184.0119596,184.0119596,184.0119596,-0.241655699999995,-0.00131239926377091
38051,182.9832934,182.9832934,182.9832934,182.9832934,-1.0286662,-0.00560589754500995
38054,182.1824037,182.1824037,182.1824037,182.1824037,-0.800889699999999,-0.00438645245441993
38055,182.9357112,182.9357112,182.9357112,182.9357112,0.753307499999977,0.00412638287798384
38056,179.9183409,179.9183409,179.9183409,179.9183409,-3.01737029999998,-0.0166316999134031
38057,177.4087008,177.4087008,177.4087008,177.4087008,-2.50964010000001,-0.0140469713919797
38058,172.6477261,172.6477261,172.6477261,172.6477261,-4.76097469999999,-0.0272028617230191
38061,175.130722,175.130722,175.130722,175.130722,2.48299589999999,0.0142794247548617
38062,173.778094,173.778094,173.778094,173.778094,-1.35262799999998,-0.00775351446734351
38063,173.3030172,173.3030172,173.3030172,173.3030172,-0.475076800000011,-0.00273755661926689
38064,176.0686607,176.0686607,176.0686607,176.0686607,2.76564350000001,0.0158324297344876
38065,173.9514432,173.9514432,173.9514432,173.9514432,-2.11721750000001,-0.0120978383751975
38068,174.1086761,174.1086761,174.1086761,174.1086761,0.157232899999997,0.000903481335417844
38069,169.8124123,169.8124123,169.8124123,169.8124123,-4.29626379999999,-0.0249853088014529
38070,170.7886055,170.7886055,170.7886055,170.7886055,0.976193199999983,0.00573219586535156
38071,171.0470641,171.0470641,171.0470641,171.0470641,0.258458600000012,0.00151218068935677
38072,173.3986814,173.3986814,173.3986814,173.3986814,2.35161729999999,0.0136547126454261
38075,174.2189807,174.2189807,174.2189807,174.2189807,0.820299300000016,0.00471955779042688
38076,176.6460195,176.6460195,176.6460195,176.6460195,2.42703879999999,0.0138348225683966
38077,176.0088868,176.0088868,176.0088868,176.0088868,-0.637132699999995,-0.00361335334818946
38078,177.4640857,177.4640857,177.4640857,177.4640857,1.4551989,0.00823376741342852
