"Exchange Date","Open","High","Low","Close"
37680,94.05900999,94.05900999,94.05900999,94.05900999
37683,93.61497427,93.61497427,93.61497427,93.61497427
37684,92.62012545,92.62012545,92.62012545,92.62012545
37685,92.44057484,92.44057484,92.44057484,92.44057484
37686,91.71469035,91.71469035,91.71469035,91.71469035
37687,90.9506683,90.9506683,90.9506683,90.9506683
37690,89.9509825,89.9509825,89.9509825,89.9509825
37691,89.03036768,89.03036768,89.03036768,89.03036768
37692,88.53924193,88.53924193,88.53924193,88.53924193
37693,89.23980631,89.23980631,89.23980631,89.23980631
37694,90.85335116,90.85335116,90.85335116,90.85335116
37697,90.88235761,90.88235761,90.88235761,90.88235761
37698,91.7473653,91.7473653,91.7473653,91.7473653
37699,92.00344381,92.00344381,92.00344381,92.00344381
37700,91.63909558,91.63909558,91.63909558,91.63909558
37701,92.37400355,92.37400355,92.37400355,92.37400355
37704,91.19031198,91.19031198,91.19031198,91.19031198
37705,90.94009229,90.94009229,90.94009229,90.94009229
37706,90.95752088,90.95752088,90.95752088,90.95752088
37707,90.19126312,90.19126312,90.19126312,90.19126312
37708,90.11562192,90.11562192,90.11562192,90.11562192
37711,88.90622001,88.90622001,88.90622001,88.90622001
37712,88.58509132,88.58509132,88.58509132,88.58509132
37713,89.60421514,89.60421514,89.60421514,89.60421514
37714,89.53096379,89.53096379,89.53096379,89.53096379
37715,89.75063987,89.75063987,89.75063987,89.75063987
37718,91.85117311,91.85117311,91.85117311,91.85117311
37719,91.59292979,91.59292979,91.59292979,91.59292979
37720,91.62816956,91.62816956,91.62816956,91.62816956
37721,91.35597775,91.35597775,91.35597775,91.35597775
37722,91.69134495,91.69134495,91.69134495,91.69134495
37725,91.79447756,91.79447756,91.79447756,91.79447756
37726,91.99300751,91.99300751,91.99300751,91.99300751
37727,92.36832115,92.36832115,92.36832115,92.36832115
37728,92.50024969,92.50024969,92.50024969,92.50024969
37733,92.04234907,92.04234907,92.04234907,92.04234907
37734,92.21181695,92.21181695,92.21181695,92.21181695
37735,92.47639247,92.47639247,92.47639247,92.47639247
37736,92.68849216,92.68849216,92.68849216,92.68849216
37739,93.35761385,93.35761385,93.35761385,93.35761385
37740,94.3078014,94.3078014,94.3078014,94.3078014
37741,95.13622633,95.13622633,95.13622633,95.13622633
37742,95.13622633,95.13622633,95.13622633,95.13622633
37743,96.39044001,96.39044001,96.39044001,96.39044001
37746,97.3444723,97.3444723,97.3444723,97.3444723
37747,97.90790757,97.90790757,97.90790757,97.90790757
37748,97.00395876,97.00395876,97.00395876,97.00395876
37749,96.31525675,96.31525675,96.31525675,96.31525675
37750,97.50767864,97.50767864,97.50767864,97.50767864
37753,97.93956451,97.93956451,97.93956451,97.93956451
37754,98.30335601,98.30335601,98.30335601,98.30335601
37755,98.08835024,98.08835024,98.08835024,98.08835024
37756,98.73422444,98.73422444,98.73422444,98.73422444
37757,99.51049175,99.51049175,99.51049175,99.51049175
37760,98.68197751,98.68197751,98.68197751,98.68197751
37761,98.29793655,98.29793655,98.29793655,98.29793655
37762,98.13541584,98.13541584,98.13541584,98.13541584
37763,98.53620214,98.53620214,98.53620214,98.53620214
37764,99.2029012,99.2029012,99.2029012,99.2029012
37767,99.59292176,99.59292176,99.59292176,99.59292176
37768,99.37153633,99.37153633,99.37153633,99.37153633
37769,99.48822614,99.48822614,99.48822614,99.48822614
37771,100.2159494,100.2159494,100.2159494,100.2159494
37774,100.8402814,100.8402814,100.8402814,100.8402814
37775,100.9972122,100.9972122,100.9972122,100.9972122
37776,102.3868584,102.3868584,102.3868584,102.3868584
37777,102.6659078,102.6659078,102.6659078,102.6659078
37778,104.2919998,104.2919998,104.2919998,104.2919998
37781,104.2919998,104.2919998,104.2919998,104.2919998
37782,104.8542312,104.8542312,104.8542312,104.8542312
37783,105.3267677,105.3267677,105.3267677,105.3267677
37784,106.5619346,106.5619346,106.5619346,106.5619346
37785,106.078862,106.078862,106.078862,106.078862
37788,106.404563,106.404563,106.404563,106.404563
37789,107.6463327,107.6463327,107.6463327,107.6463327
37790,107.5998491,107.5998491,107.5998491,107.5998491
37791,107.3061719,107.3061719,107.3061719,107.3061719
37792,107.3061719,107.3061719,107.3061719,107.3061719
37795,106.9102422,106.9102422,106.9102422,106.9102422
37796,106.1977149,106.1977149,106.1977149,106.1977149
37797,106.0158534,106.0158534,106.0158534,106.0158534
37798,105.9835795,105.9835795,105.9835795,105.9835795
37799,107.0941317,107.0941317,107.0941317,107.0941317
37802,107.6963294,107.6963294,107.6963294,107.6963294
37803,107.3483783,107.3483783,107.3483783,107.3483783
37804,108.2008042,108.2008042,108.2008042,108.2008042
37805,108.7197068,108.7197068,108.7197068,108.7197068
37806,109.255625,109.255625,109.255625,109.255625
37809,110.8254683,110.8254683,110.8254683,110.8254683
37810,111.402974,111.402974,111.402974,111.402974
37811,111.1948027,111.1948027,111.1948027,111.1948027
37812,110.5546087,110.5546087,110.5546087,110.5546087
37813,110.857519,110.857519,110.857519,110.857519
37816,111.670263,111.670263,111.670263,111.670263
37817,113.167087,113.167087,113.167087,113.167087
37818,113.4106399,113.4106399,113.4106399,113.4106399
37819,112.2709719,112.2709719,112.2709719,112.2709719
37820,112.7787799,112.7787799,112.7787799,112.7787799
37823,112.6955168,112.6955168,112.6955168,112.6955168
37824,112.181675,112.181675,112.181675,112.181675
37825,112.7225761,112.7225761,112.7225761,112.7225761
37826,112.9120303,112.9120303,112.9120303,112.9120303
37827,113.3139007,113.3139007,113.3139007,113.3139007
37830,114.9294151,114.9294151,114.9294151,114.9294151
37831,114.6512994,114.6512994,114.6512994,114.6512994
37832,114.9545179,114.9545179,114.9545179,114.9545179
37833,116.1310926,116.1310926,116.1310926,116.1310926
37834,116.5619002,116.5619002,116.5619002,116.5619002
37837,117.5330154,117.5330154,117.5330154,117.5330154
37838,118.3975332,118.3975332,118.3975332,118.3975332
37839,117.0400905,117.0400905,117.0400905,117.0400905
37840,116.7741878,116.7741878,116.7741878,116.7741878
37841,117.3199023,117.3199023,117.3199023,117.3199023
37844,117.2139705,117.2139705,117.2139705,117.2139705
37845,117.4255303,117.4255303,117.4255303,117.4255303
37846,118.2742971,118.2742971,118.2742971,118.2742971
37847,118.84551,118.84551,118.84551,118.84551
37848,119.1911017,119.1911017,119.1911017,119.1911017
37851,120.4141252,120.4141252,120.4141252,120.4141252
37852,120.404603,120.404603,120.404603,120.404603
37853,120.2850663,120.2850663,120.2850663,120.2850663
37854,120.9781157,120.9781157,120.9781157,120.9781157
37855,122.3706714,122.3706714,122.3706714,122.3706714
37858,122.1496486,122.1496486,122.1496486,122.1496486
37859,121.7319541,121.7319541,121.7319541,121.7319541
37860,123.220732,123.220732,123.220732,123.220732
37861,123.1500531,123.1500531,123.1500531,123.1500531
37862,124.1944501,124.1944501,124.1944501,124.1944501
37865,126.1264235,126.1264235,126.1264235,126.1264235
37866,127.5358157,127.5358157,127.5358157,127.5358157
37867,129.8822906,129.8822906,129.8822906,129.8822906
37868,130.2730126,130.2730126,130.2730126,130.2730126
37869,131.1249891,131.1249891,131.1249891,131.1249891
37872,131.8441408,131.8441408,131.8441408,131.8441408
37873,132.2146159,132.2146159,132.2146159,132.2146159
37874,130.2375789,130.2375789,130.2375789,130.2375789
37875,130.8093264,130.8093264,130.8093264,130.8093264
37876,132.4763756,132.4763756,132.4763756,132.4763756
37879,132.6244043,132.6244043,132.6244043,132.6244043
37880,134.3382059,134.3382059,134.3382059,134.3382059
37881,135.0790486,135.0790486,135.0790486,135.0790486
37882,135.1790768,135.1790768,135.1790768,135.1790768
37883,135.9320807,135.9320807,135.9320807,135.9320807
37886,132.2620694,132.2620694,132.2620694,132.2620694
37887,132.9577096,132.9577096,132.9577096,132.9577096
37888,133.6770986,133.6770986,133.6770986,133.6770986
37889,130.9470432,130.9470432,130.9470432,130.9470432
37890,129.9308724,129.9308724,129.9308724,129.9308724
37893,130.1927858,130.1927858,130.1927858,130.1927858
37894,128.9288801,128.9288801,128.9288801,128.9288801
37895,128.7907328,128.7907328,128.7907328,128.7907328
37896,130.1111959,130.1111959,130.1111959,130.1111959
37897,132.309786,132.309786,132.309786,132.309786
37900,132.9574213,132.9574213,132.9574213,132.9574213
37901,132.4814255,132.4814255,132.4814255,132.4814255
37902,132.8559086,132.8559086,132.8559086,132.8559086
37903,135.212939,135.212939,135.212939,135.212939
37904,134.836218,134.836218,134.836218,134.836218
37907,135.4192319,135.4192319,135.4192319,135.4192319
37908,135.7055916,135.7055916,135.7055916,135.7055916
37909,136.4619707,136.4619707,136.4619707,136.4619707
37910,135.5264833,135.5264833,135.5264833,135.5264833
37911,137.5947583,137.5947583,137.5947583,137.5947583
37914,138.3608919,138.3608919,138.3608919,138.3608919
37915,138.4614258,138.4614258,138.4614258,138.4614258
37916,136.6327941,136.6327941,136.6327941,136.6327941
37917,136.5359204,136.5359204,136.5359204,136.5359204
37918,137.1761568,137.1761568,137.1761568,137.1761568
37921,138.1140205,138.1140205,138.1140205,138.1140205
37922,139.2234844,139.2234844,139.2234844,139.2234844
37923,139.8026221,139.8026221,139.8026221,139.8026221
37924,140.589239,140.589239,140.589239,140.589239
37925,141.1059262,141.1059262,141.1059262,141.1059262
37928,142.9558602,142.9558602,142.9558602,142.9558602
37929,144.4035946,144.4035946,144.4035946,144.4035946
37930,143.920782,143.920782,143.920782,143.920782
37931,145.0074389,145.0074389,145.0074389,145.0074389
37932,147.1517777,147.1517777,147.1517777,147.1517777
37935,147.1405915,147.1405915,147.1405915,147.1405915
37936,146.1769239,146.1769239,146.1769239,146.1769239
37937,146.4245019,146.4245019,146.4245019,146.4245019
37938,147.2237761,147.2237761,147.2237761,147.2237761
37939,148.4555808,148.4555808,148.4555808,148.4555808
37942,146.7166937,146.7166937,146.7166937,146.7166937
37943,146.8950723,146.8950723,146.8950723,146.8950723
37944,145.8135472,145.8135472,145.8135472,145.8135472
37945,145.349414,145.349414,145.349414,145.349414
37946,145.9776319,145.9776319,145.9776319,145.9776319
37949,147.2449665,147.2449665,147.2449665,147.2449665
37950,147.8409251,147.8409251,147.8409251,147.8409251
37951,147.8844827,147.8844827,147.8844827,147.8844827
37952,148.9070977,148.9070977,148.9070977,148.9070977
37953,150.2875681,150.2875681,150.2875681,150.2875681
37956,152.9415315,152.9415315,152.9415315,152.9415315
37957,152.9107255,152.9107255,152.9107255,152.9107255
37958,153.2453333,153.2453333,153.2453333,153.2453333
37959,154.1843856,154.1843856,154.1843856,154.1843856
37960,154.1807095,154.1807095,154.1807095,154.1807095
37963,153.4871667,153.4871667,153.4871667,153.4871667
37964,155.3940512,155.3940512,155.3940512,155.3940512
37965,154.3115114,154.3115114,154.3115114,154.3115114
37966,154.796911,154.796911,154.796911,154.796911
37967,154.7493174,154.7493174,154.7493174,154.7493174
37970,155.2408433,155.2408433,155.2408433,155.2408433
37971,153.2664254,153.2664254,153.2664254,153.2664254
37972,152.1575952,152.1575952,152.1575952,152.1575952
37973,152.97098,152.97098,152.97098,152.97098
37974,153.8012896,153.8012896,153.8012896,153.8012896
37977,154.1651264,154.1651264,154.1651264,154.1651264
37978,154.5781926,154.5781926,154.5781926,154.5781926
37984,155.6067163,155.6067163,155.6067163,155.6067163
37985,156.9842554,156.9842554,156.9842554,156.9842554
37988,156.9190336,156.9190336,156.9190336,156.9190336
37991,158.033345,158.033345,158.033345,158.033345
37993,158.033345,158.033345,158.033345,158.033345
37994,159.1052872,159.1052872,159.1052872,159.1052872
37995,161.012562,161.012562,161.012562,161.012562
37998,161.736968,161.736968,161.736968,161.736968
37999,163.7703731,163.7703731,163.7703731,163.7703731
38000,165.0627108,165.0627108,165.0627108,165.0627108
38001,166.9882574,166.9882574,166.9882574,166.9882574
38002,168.0121001,168.0121001,168.0121001,168.0121001
38005,170.8296469,170.8296469,170.8296469,170.8296469
38006,172.6443979,172.6443979,172.6443979,172.6443979
38007,173.3161619,173.3161619,173.3161619,173.3161619
38008,171.5766356,171.5766356,171.5766356,171.5766356
38009,173.3459913,173.3459913,173.3459913,173.3459913
38012,173.873168,173.873168,173.873168,173.873168
38013,175.4090859,175.4090859,175.4090859,175.4090859
38014,177.723423,177.723423,177.723423,177.723423
38015,177.4949899,177.4949899,177.4949899,177.4949899
38016,175.2237073,175.2237073,175.2237073,175.2237073
38019,177.3763706,177.3763706,177.3763706,177.3763706
38020,178.3795763,178.3795763,178.3795763,178.3795763
38021,177.9798723,177.9798723,177.9798723,177.9798723
38022,176.3543653,176.3543653,176.3543653,176.3543653
38023,176.082404,176.082404,176.082404,176.082404
38026,178.2074279,178.2074279,178.2074279,178.2074279
38027,180.3430919,180.3430919,180.3430919,180.3430919
38028,181.3088131,181.3088131,181.3088131,181.3088131
38029,181.5241861,181.5241861,181.5241861,181.5241861
38030,181.9372405,181.9372405,181.9372405,181.9372405
38033,181.802648,181.802648,181.802648,181.802648
38034,182.3656748,182.3656748,182.3656748,182.3656748
38035,183.0353347,183.0353347,183.0353347,183.0353347
38036,184.3063397,184.3063397,184.3063397,184.3063397
38037,184.9599718,184.9599718,184.9599718,184.9599718
38040,183.9687435,183.9687435,183.9687435,183.9687435
38041,183.5923584,183.5923584,183.5923584,183.5923584
38042,180.5218986,180.5218986,180.5218986,180.5218986
38043,181.4550008,181.4550008,181.4550008,181.4550008
38044,182.6384698,182.6384698,182.6384698,182.6384698
38047,182.8141441,182.8141441,182.8141441,182.8141441
38048,183.3046885,183.3046885,183.3046885,183.3046885
38049,184.2536153,184.2536153,184.2536153,184.2536153
38050,184.0119596,184.0119596,184.0119596,184.0119596
38051,182.9832934,182.9832934,182.9832934,182.9832934
38054,182.1824037,182.1824037,182.1824037,182.1824037
38055,182.9357112,182.9357112,182.9357112,182.9357112
38056,179.9183409,179.9183409,179.9183409,179.9183409
38057,177.4087008,177.4087008,177.4087008,177.4087008
38058,172.6477261,172.6477261,172.6477261,172.6477261
38061,175.130722,175.130722,175.130722,175.130722
38062,173.778094,173.778094,173.778094,173.778094
38063,173.3030172,173.3030172,173.3030172,173.3030172
38064,176.0686607,176.0686607,176.0686607,176.0686607
38065,173.9514432,173.9514432,173.9514432,173.9514432
38068,174.1086761,174.1086761,174.1086761,174.1086761
38069,169.8124123,169.8124123,169.8124123,169.8124123
38070,170.7886055,170.7886055,170.7886055,170.7886055
38071,171.0470641,171.0470641,171.0470641,171.0470641
38072,173.3986814,173.3986814,173.3986814,173.3986814
38075,174.2189807,174.2189807,174.2189807,174.2189807
38076,176.6460195,176.6460195,176.6460195,176.6460195
38077,176.0088868,176.0088868,176.0088868,176.0088868
38078,177.4640857,177.4640857,177.4640857,177.4640857
38079,178.4481793,178.4481793,178.4481793,178.4481793
38082,180.0648307,180.0648307,180.0648307,180.0648307
38083,181.142124,181.142124,181.142124,181.142124
38084,179.5808443,179.5808443,179.5808443,179.5808443
38085,180.0151755,180.0151755,180.0151755,180.0151755
38090,180.6228088,180.6228088,180.6228088,180.6228088
38091,181.4862534,181.4862534,181.4862534,181.4862534
38092,180.3526375,180.3526375,180.3526375,180.3526375
38093,180.638939,180.638939,180.638939,180.638939
38096,180.4183961,180.4183961,180.4183961,180.4183961
38097,180.2880338,180.2880338,180.2880338,180.2880338
38098,180.9872164,180.9872164,180.9872164,180.9872164
38099,179.9920645,179.9920645,179.9920645,179.9920645
38100,179.3006687,179.3006687,179.3006687,179.3006687
38103,179.5148625,179.5148625,179.5148625,179.5148625
38104,179.7983359,179.7983359,179.7983359,179.7983359
38105,178.1825406,178.1825406,178.1825406,178.1825406
38106,176.27199,176.27199,176.27199,176.27199
38107,175.0834683,175.0834683,175.0834683,175.0834683
38110,175.3774345,175.3774345,175.3774345,175.3774345
38111,175.5234133,175.5234133,175.5234133,175.5234133
38112,175.0516151,175.0516151,175.0516151,175.0516151
38113,175.7903121,175.7903121,175.7903121,175.7903121
38114,173.3066575,173.3066575,173.3066575,173.3066575
38117,173.3098109,173.3098109,173.3098109,173.3098109
38118,167.779022,167.779022,167.779022,167.779022
38119,169.3626938,169.3626938,169.3626938,169.3626938
38120,168.7187855,168.7187855,168.7187855,168.7187855
38121,169.6253209,169.6253209,169.6253209,169.6253209
38124,169.3082993,169.3082993,169.3082993,169.3082993
38125,166.0383383,166.0383383,166.0383383,166.0383383
38126,166.5665502,166.5665502,166.5665502,166.5665502
38128,168.4180461,168.4180461,168.4180461,168.4180461
38131,168.5997594,168.5997594,168.5997594,168.5997594
38132,169.4447426,169.4447426,169.4447426,169.4447426
38133,168.2941913,168.2941913,168.2941913,168.2941913
38134,168.8722647,168.8722647,168.8722647,168.8722647
38135,169.0890506,169.0890506,169.0890506,169.0890506
38138,169.7603466,169.7603466,169.7603466,169.7603466
38139,169.7603466,169.7603466,169.7603466,169.7603466
38140,169.1326739,169.1326739,169.1326739,169.1326739
38141,169.3349517,169.3349517,169.3349517,169.3349517
38142,169.7152225,169.7152225,169.7152225,169.7152225
38145,171.0679326,171.0679326,171.0679326,171.0679326
38146,172.8931642,172.8931642,172.8931642,172.8931642
38147,173.3330816,173.3330816,173.3330816,173.3330816
38148,172.3340319,172.3340319,172.3340319,172.3340319
38149,172.3630372,172.3630372,172.3630372,172.3630372
38152,173.034665,173.034665,173.034665,173.034665
38153,171.9647646,171.9647646,171.9647646,171.9647646
38154,171.1896023,171.1896023,171.1896023,171.1896023
38155,171.6633169,171.6633169,171.6633169,171.6633169
38156,171.1691683,171.1691683,171.1691683,171.1691683
38159,170.6935394,170.6935394,170.6935394,170.6935394
38160,169.4184848,169.4184848,169.4184848,169.4184848
38161,169.020631,169.020631,169.020631,169.020631
38162,169.1790654,169.1790654,169.1790654,169.1790654
38163,170.6464069,170.6464069,170.6464069,170.6464069
38166,170.6464069,170.6464069,170.6464069,170.6464069
38167,172.004043,172.004043,172.004043,172.004043
38168,171.6363456,171.6363456,171.6363456,171.6363456
38169,172.5135979,172.5135979,172.5135979,172.5135979
38170,173.1387031,173.1387031,173.1387031,173.1387031
38173,172.5974821,172.5974821,172.5974821,172.5974821
38174,172.6339224,172.6339224,172.6339224,172.6339224
38175,171.5279264,171.5279264,171.5279264,171.5279264
38176,171.3739698,171.3739698,171.3739698,171.3739698
38177,170.5514151,170.5514151,170.5514151,170.5514151
38180,170.6199829,170.6199829,170.6199829,170.6199829
38181,169.5317937,169.5317937,169.5317937,169.5317937
38182,169.3608944,169.3608944,169.3608944,169.3608944
38183,168.7717238,168.7717238,168.7717238,168.7717238
38184,167.3228032,167.3228032,167.3228032,167.3228032
38187,165.8011858,165.8011858,165.8011858,165.8011858
38188,164.2969112,164.2969112,164.2969112,164.2969112
38189,163.71814,163.71814,163.71814,163.71814
38190,165.6015596,165.6015596,165.6015596,165.6015596
38191,162.8355736,162.8355736,162.8355736,162.8355736
38194,163.3275425,163.3275425,163.3275425,163.3275425
38195,162.219996,162.219996,162.219996,162.219996
38196,161.671188,161.671188,161.671188,161.671188
38197,162.3774776,162.3774776,162.3774776,162.3774776
38198,163.7758607,163.7758607,163.7758607,163.7758607
38201,164.5497071,164.5497071,164.5497071,164.5497071
38202,164.6870108,164.6870108,164.6870108,164.6870108
38203,164.9401246,164.9401246,164.9401246,164.9401246
38204,164.2515832,164.2515832,164.2515832,164.2515832
38205,164.8843879,164.8843879,164.8843879,164.8843879
38208,163.4382124,163.4382124,163.4382124,163.4382124
38209,161.2445514,161.2445514,161.2445514,161.2445514
38210,161.6833815,161.6833815,161.6833815,161.6833815
38211,159.9135781,159.9135781,159.9135781,159.9135781
38212,158.4106097,158.4106097,158.4106097,158.4106097
38215,158.47862,158.47862,158.47862,158.47862
38216,158.9680067,158.9680067,158.9680067,158.9680067
38217,159.7752099,159.7752099,159.7752099,159.7752099
38218,159.370044,159.370044,159.370044,159.370044
38219,159.3273087,159.3273087,159.3273087,159.3273087
38222,159.4735394,159.4735394,159.4735394,159.4735394
38223,160.4136601,160.4136601,160.4136601,160.4136601
38224,160.1615902,160.1615902,160.1615902,160.1615902
38225,159.8624758,159.8624758,159.8624758,159.8624758
38226,159.7968056,159.7968056,159.7968056,159.7968056
38229,160.2055784,160.2055784,160.2055784,160.2055784
38230,160.4637034,160.4637034,160.4637034,160.4637034
38231,160.9162217,160.9162217,160.9162217,160.9162217
38232,161.5449343,161.5449343,161.5449343,161.5449343
38233,161.9424043,161.9424043,161.9424043,161.9424043
38236,162.4927442,162.4927442,162.4927442,162.4927442
38237,162.0773063,162.0773063,162.0773063,162.0773063
38238,162.6047985,162.6047985,162.6047985,162.6047985
38239,162.860452,162.860452,162.860452,162.860452
38240,162.4748606,162.4748606,162.4748606,162.4748606
38243,163.1175429,163.1175429,163.1175429,163.1175429
38244,164.455348,164.455348,164.455348,164.455348
38245,165.5317144,165.5317144,165.5317144,165.5317144
38246,165.8040472,165.8040472,165.8040472,165.8040472
38247,166.7000295,166.7000295,166.7000295,166.7000295
38250,167.3667436,167.3667436,167.3667436,167.3667436
38251,166.6839007,166.6839007,166.6839007,166.6839007
38252,167.6647871,167.6647871,167.6647871,167.6647871
38253,168.2839724,168.2839724,168.2839724,168.2839724
38254,168.2748717,168.2748717,168.2748717,168.2748717
38257,168.4953413,168.4953413,168.4953413,168.4953413
38258,167.8483095,167.8483095,167.8483095,167.8483095
38259,168.6095954,168.6095954,168.6095954,168.6095954
38260,170.3474764,170.3474764,170.3474764,170.3474764
38261,170.4025848,170.4025848,170.4025848,170.4025848
38264,171.1059642,171.1059642,171.1059642,171.1059642
38265,172.5885611,172.5885611,172.5885611,172.5885611
38266,172.8539363,172.8539363,172.8539363,172.8539363
38267,172.8490678,172.8490678,172.8490678,172.8490678
38268,173.8714786,173.8714786,173.8714786,173.8714786
38271,173.6507017,173.6507017,173.6507017,173.6507017
38272,173.6011006,173.6011006,173.6011006,173.6011006
38273,173.2709466,173.2709466,173.2709466,173.2709466
38274,174.2669119,174.2669119,174.2669119,174.2669119
38275,174.0066451,174.0066451,174.0066451,174.0066451
38278,174.4871177,174.4871177,174.4871177,174.4871177
38279,173.3429739,173.3429739,173.3429739,173.3429739
38280,173.8421918,173.8421918,173.8421918,173.8421918
38281,171.5921904,171.5921904,171.5921904,171.5921904
38282,171.3003104,171.3003104,171.3003104,171.3003104
38285,171.2630581,171.2630581,171.2630581,171.2630581
38286,169.3784056,169.3784056,169.3784056,169.3784056
38287,170.499391,170.499391,170.499391,170.499391
38288,171.0168204,171.0168204,171.0168204,171.0168204
38289,170.8666765,170.8666765,170.8666765,170.8666765
38292,171.3261012,171.3261012,171.3261012,171.3261012
38293,171.3116402,171.3116402,171.3116402,171.3116402
38294,172.2293981,172.2293981,172.2293981,172.2293981
38295,173.2213354,173.2213354,173.2213354,173.2213354
38296,172.901903,172.901903,172.901903,172.901903
38299,173.6478029,173.6478029,173.6478029,173.6478029
38300,174.5583286,174.5583286,174.5583286,174.5583286
38301,175.3623821,175.3623821,175.3623821,175.3623821
38302,176.8065955,176.8065955,176.8065955,176.8065955
38303,178.3043,178.3043,178.3043,178.3043
38306,178.7862347,178.7862347,178.7862347,178.7862347
38307,178.8089531,178.8089531,178.8089531,178.8089531
38308,178.7555907,178.7555907,178.7555907,178.7555907
38309,181.4432442,181.4432442,181.4432442,181.4432442
38310,181.5218072,181.5218072,181.5218072,181.5218072
38313,181.6216632,181.6216632,181.6216632,181.6216632
38314,180.7248052,180.7248052,180.7248052,180.7248052
38315,182.5085121,182.5085121,182.5085121,182.5085121
38316,183.8843386,183.8843386,183.8843386,183.8843386
38317,184.6589241,184.6589241,184.6589241,184.6589241
38320,185.032996,185.032996,185.032996,185.032996
38321,186.0880914,186.0880914,186.0880914,186.0880914
38322,186.6336937,186.6336937,186.6336937,186.6336937
38323,187.3438511,187.3438511,187.3438511,187.3438511
38324,188.7317083,188.7317083,188.7317083,188.7317083
38327,188.6165372,188.6165372,188.6165372,188.6165372
38328,187.6268261,187.6268261,187.6268261,187.6268261
38329,188.8303137,188.8303137,188.8303137,188.8303137
38330,188.1634085,188.1634085,188.1634085,188.1634085
38331,187.6206377,187.6206377,187.6206377,187.6206377
38334,188.4012168,188.4012168,188.4012168,188.4012168
38335,188.2167232,188.2167232,188.2167232,188.2167232
38336,187.7211806,187.7211806,187.7211806,187.7211806
38337,187.685987,187.685987,187.685987,187.685987
38338,187.6071798,187.6071798,187.6071798,187.6071798
38341,186.9910193,186.9910193,186.9910193,186.9910193
38342,188.0823977,188.0823977,188.0823977,188.0823977
38343,188.7975698,188.7975698,188.7975698,188.7975698
38344,189.8442639,189.8442639,189.8442639,189.8442639
38348,191.8665324,191.8665324,191.8665324,191.8665324
38349,193.4090234,193.4090234,193.4090234,193.4090234
38350,193.1268783,193.1268783,193.1268783,193.1268783
38351,193.4626534,193.4626534,193.4626534,193.4626534
38355,195.3532606,195.3532606,195.3532606,195.3532606
38356,194.509029,194.509029,194.509029,194.509029
38357,194.298046,194.298046,194.298046,194.298046
38358,193.2654197,193.2654197,193.2654197,193.2654197
38359,193.2654197,193.2654197,193.2654197,193.2654197
38362,194.1661815,194.1661815,194.1661815,194.1661815
38363,195.329854,195.329854,195.329854,195.329854
38364,195.1470783,195.1470783,195.1470783,195.1470783
38365,194.3903717,194.3903717,194.3903717,194.3903717
38366,194.6099932,194.6099932,194.6099932,194.6099932
38369,195.1378874,195.1378874,195.1378874,195.1378874
38370,195.8368163,195.8368163,195.8368163,195.8368163
38371,195.5879637,195.5879637,195.5879637,195.5879637
38372,196.5552874,196.5552874,196.5552874,196.5552874
38373,195.3045703,195.3045703,195.3045703,195.3045703
38376,195.393293,195.393293,195.393293,195.393293
